ID;Unidade Curricular;Semana do 1º Semestre;Semana do 2º Semestre;Curso;Semana do Ano;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Características da sala pedida para a aula;Sala atribuída à aula
11822;Redes Ópticas;15;-;METI;51;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;14/12/2022;Sala Aulas Mestrado;AA3.24
11823;Redes Ópticas;14;-;METI;50;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;07/12/2022;Sala Aulas Mestrado;AA3.24
11824;Redes Ópticas;13;-;METI;49;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;30/11/2022;Sala Aulas Mestrado;AA3.24
11825;Redes Ópticas;12;-;METI;48;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;23/11/2022;Sala Aulas Mestrado;AA3.24
11826;Redes Ópticas;11;-;METI;47;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;16/11/2022;Sala Aulas Mestrado;AA3.24
11827;Redes Ópticas;10;-;METI;46;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;09/11/2022;Sala Aulas Mestrado;AA3.24
11828;Redes Ópticas;9;-;METI;45;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;02/11/2022;Sala Aulas Mestrado;AA3.24
11829;Redes Ópticas;8;-;METI;44;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;26/10/2022;Sala Aulas Mestrado;AA3.24
11830;Redes Ópticas;7;-;METI;43;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;19/10/2022;Sala Aulas Mestrado;AA3.24
11831;Redes Ópticas;6;-;METI;42;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;12/10/2022;Sala Aulas Mestrado;AA3.24
11832;Redes Ópticas;4;-;METI;40;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;28/09/2022;Sala Aulas Mestrado;AA3.24
11833;Redes Ópticas;3;-;METI;39;03208TP01;METI-A1;24;Qua;09:30:00;11:00:00;21/09/2022;Sala Aulas Mestrado;AA3.24
11834;Matemática;15;-;LFC, LG, LGM, LGIL;51;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;14/12/2022;Sala/anfiteatro aulas;Auditório 1
11835;Matemática;14;-;LFC, LG, LGM, LGIL;50;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;07/12/2022;Sala de Aulas normal;Auditório 1
11836;Matemática;13;-;LFC, LG, LGM, LGIL;49;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;Auditório 1
11837;Matemática;12;-;LFC, LG, LGM, LGIL;48;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;23/11/2022;Sala de Aulas normal;Auditório 1
11838;Matemática;11;-;LFC, LG, LGM, LGIL;47;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;16/11/2022;Anfiteatro aulas;Auditório 1
11839;Matemática;10;-;LFC, LG, LGM, LGIL;46;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;09/11/2022;Anfiteatro aulas;Auditório 1
11840;Matemática;9;-;LFC, LG, LGM, LGIL;45;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;02/11/2022;Anfiteatro aulas;Auditório 1
11841;Matemática;8;-;LFC, LG, LGM, LGIL;44;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;26/10/2022;Anfiteatro aulas;Auditório 1
11842;Matemática;7;-;LFC, LG, LGM, LGIL;43;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;19/10/2022;Anfiteatro aulas;Auditório 1
11843;Matemática;6;-;LFC, LG, LGM, LGIL;42;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;12/10/2022;Anfiteatro aulas;Auditório 1
11844;Matemática;4;-;LFC, LG, LGM, LGIL;40;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;28/09/2022;Anfiteatro aulas;Auditório 1
11845;Matemática;3;-;LFC, LG, LGM, LGIL;39;L5027T01;GILA2, GILA1;89;Qua;09:30:00;11:00:00;21/09/2022;Anfiteatro aulas;Auditório 1
11846;Pensamento Crítico;11;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;46;00677TP15;CT-S-07, LTDE-A1;0;Sex;14:00:00;17:00:00;11/11/2022;Não necessita de sala;
11847;Pensamento Crítico;10;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;45;00677TP15;CT-S-07, LTDE-A1;0;Sex;14:00:00;17:00:00;04/11/2022;Não necessita de sala;
11848;Pensamento Crítico;9;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;44;00677TP15;CT-S-07, LTDE-A1;0;Sex;14:00:00;17:00:00;28/10/2022;Não necessita de sala;
11849;Pensamento Crítico;8;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;43;00677TP15;CT-S-07, LTDE-A1;0;Sex;14:00:00;17:00:00;21/10/2022;Não necessita de sala;
11850;Contabilidade Financeira I;14;-;LE, LFC, LG, LGM, LGRH, LGIL;50;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;05/12/2022;Sala/anfiteatro aulas;Auditório 2
11851;Contabilidade Financeira I;13;-;LE, LFC, LG, LGM, LGRH, LGIL;49;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;28/11/2022;Sala de Aulas normal;Auditório 2
11852;Contabilidade Financeira I;12;-;LE, LFC, LG, LGM, LGRH, LGIL;48;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;21/11/2022;Sala de Aulas normal;Auditório 2
11853;Contabilidade Financeira I;11;-;LE, LFC, LG, LGM, LGRH, LGIL;47;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;14/11/2022;Sala de Aulas normal;Auditório 2
11854;Contabilidade Financeira I;10;-;LE, LFC, LG, LGM, LGRH, LGIL;46;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;07/11/2022;Sala de Aulas normal;Auditório 2
11855;Contabilidade Financeira I;9;-;LE, LFC, LG, LGM, LGRH, LGIL;45;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;31/10/2022;Sala de Aulas normal;Auditório 2
11856;Contabilidade Financeira I;8;-;LE, LFC, LG, LGM, LGRH, LGIL;44;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;24/10/2022;Sala de Aulas normal;Auditório 2
11857;Contabilidade Financeira I;7;-;LE, LFC, LG, LGM, LGRH, LGIL;43;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;17/10/2022;Sala de Aulas normal;Auditório 2
11858;Contabilidade Financeira I;6;-;LE, LFC, LG, LGM, LGRH, LGIL;42;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;10/10/2022;Sala de Aulas normal;Auditório 2
11859;Contabilidade Financeira I;5;-;LE, LFC, LG, LGM, LGRH, LGIL;41;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;03/10/2022;Sala de Aulas normal;Auditório 2
11860;Contabilidade Financeira I;4;-;LE, LFC, LG, LGM, LGRH, LGIL;40;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;26/09/2022;Sala de Aulas normal;Auditório 2
11861;Contabilidade Financeira I;3;-;LE, LFC, LG, LGM, LGRH, LGIL;39;L0638T10;GA4, GA5;87;Seg;13:00:00;14:30:00;19/09/2022;Sala de Aulas normal;Auditório 2
11862;Análise de Dados para Business Intelligence;15;-;MSIAD;51;01113PL02;MSIAD-A1;38;Seg;18:00:00;19:30:00;12/12/2022;BYOD (Bring Your Own Device);D1.09
11863;Análise de Dados para Business Intelligence;14;-;MSIAD;50;01113PL02;MSIAD-A1;38;Seg;18:00:00;19:30:00;05/12/2022;BYOD (Bring Your Own Device);D1.09
11864;Análise de Dados para Business Intelligence;14;-;MSIAD;50;01113PL02;MSIAD-A1;38;Seg;19:30:00;21:00:00;05/12/2022;BYOD (Bring Your Own Device);D1.09
11865;Análise de Dados para Business Intelligence;13;-;MSIAD;49;01113PL02;MSIAD-A1;38;Seg;19:30:00;21:00:00;28/11/2022;BYOD (Bring Your Own Device);D1.09
11866;Análise de Dados para Business Intelligence;12;-;MSIAD;48;01113PL02;MSIAD-A1;38;Seg;19:30:00;21:00:00;21/11/2022;BYOD (Bring Your Own Device);D1.09
11867;Análise de Dados para Business Intelligence;9;-;MSIAD;45;01113PL02;MSIAD-A1;38;Seg;19:30:00;21:00:00;31/10/2022;BYOD (Bring Your Own Device);D1.09
11868;Análise de Dados para Business Intelligence;8;-;MSIAD;44;01113PL02;MSIAD-A1;38;Seg;19:30:00;21:00:00;24/10/2022;BYOD (Bring Your Own Device);D1.09
11869;Análise de Dados para Business Intelligence;13;-;MSIAD;48;01113PL02;MSIAD-A1;38;Sáb;11:00:00;12:30:00;26/11/2022;BYOD (Bring Your Own Device);C6.07
11870;Análise de Dados para Business Intelligence;12;-;MSIAD;47;01113PL02;MSIAD-A1;38;Sáb;11:00:00;12:30:00;19/11/2022;BYOD (Bring Your Own Device);C6.07
11871;Análise de Dados para Business Intelligence;11;-;MSIAD;46;01113PL02;MSIAD-A1;38;Sáb;11:00:00;12:30:00;12/11/2022;BYOD (Bring Your Own Device);C6.07
11872;Análise de Dados para Business Intelligence;10;-;MSIAD;45;01113PL02;MSIAD-A1;38;Sáb;11:00:00;12:30:00;05/11/2022;BYOD (Bring Your Own Device);C6.07
11873;Análise de Dados para Business Intelligence;9;-;MSIAD;44;01113PL02;MSIAD-A1;38;Sáb;11:00:00;12:30:00;29/10/2022;BYOD (Bring Your Own Device);C6.07
11874;Finanças de Empresa;16;-;LG;51;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;15/12/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11875;Finanças de Empresa;13;-;LG;48;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;24/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11876;Finanças de Empresa;12;-;LG;47;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;17/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11877;Finanças de Empresa;11;-;LG;46;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;10/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11878;Finanças de Empresa;10;-;LG;45;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;03/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11879;Finanças de Empresa;9;-;LG;44;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;27/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11880;Finanças de Empresa;8;-;LG;43;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;20/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11881;Finanças de Empresa;7;-;LG;42;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;13/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11882;Finanças de Empresa;6;-;LG;41;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;06/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11883;Finanças de Empresa;5;-;LG;40;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;29/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11884;Finanças de Empresa;4;-;LG;39;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;22/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11885;Finanças de Empresa;3;-;LG;38;FEmpTP02;GC5, GC4;56;Qui;09:30:00;11:00:00;15/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11886;Finanças de Empresa;14;-;LG;50;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;07/12/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11887;Finanças de Empresa;13;-;LG;49;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11888;Finanças de Empresa;12;-;LG;48;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;23/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11889;Finanças de Empresa;11;-;LG;47;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;16/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11890;Finanças de Empresa;10;-;LG;46;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;09/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11891;Finanças de Empresa;9;-;LG;45;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;02/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11892;Finanças de Empresa;8;-;LG;44;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;26/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11893;Finanças de Empresa;7;-;LG;43;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;19/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11894;Finanças de Empresa;6;-;LG;42;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;12/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11895;Finanças de Empresa;4;-;LG;40;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;28/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11896;Finanças de Empresa;3;-;LG;39;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;21/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11897;Finanças de Empresa;2;-;LG;38;FEmpTP02;GC5, GC4;56;Qua;11:00:00;12:30:00;14/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11898;Finanças de Empresa;13;-;LG;49;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11899;Finanças de Empresa;12;-;LG;48;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;21/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11900;Finanças de Empresa;11;-;LG;47;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;14/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11901;Finanças de Empresa;10;-;LG;46;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;07/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11902;Finanças de Empresa;9;-;LG;45;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;31/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11903;Finanças de Empresa;8;-;LG;44;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;24/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11904;Finanças de Empresa;7;-;LG;43;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;17/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11905;Finanças de Empresa;6;-;LG;42;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;10/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11906;Finanças de Empresa;5;-;LG;41;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;03/10/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11907;Finanças de Empresa;4;-;LG;40;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;26/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11908;Finanças de Empresa;3;-;LG;39;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;19/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11909;Finanças de Empresa;2;-;LG;38;FEmpTP02;GC5, GC4;56;Seg;09:30:00;11:00:00;12/09/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira
11910;Ciências Sociais e Ação Humanitária (Mes);14;-;MAH;50;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;06/12/2022;Sala Aulas Mestrado;AA2.29
11911;Ciências Sociais e Ação Humanitária (Mes);13;-;MAH;49;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;AA2.29
11912;Ciências Sociais e Ação Humanitária (Mes);12;-;MAH;48;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;22/11/2022;Sala Aulas Mestrado;AA2.29
11913;Ciências Sociais e Ação Humanitária (Mes);11;-;MAH;47;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;15/11/2022;Sala Aulas Mestrado;AA2.29
11914;Ciências Sociais e Ação Humanitária (Mes);10;-;MAH;46;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;08/11/2022;Sala Aulas Mestrado;AA2.29
11915;Ciências Sociais e Ação Humanitária (Mes);8;-;MAH;44;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;25/10/2022;Sala Aulas Mestrado;AA2.29
11916;Ciências Sociais e Ação Humanitária (Mes);7;-;MAH;43;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;18/10/2022;Sala Aulas Mestrado;AA2.29
11917;Ciências Sociais e Ação Humanitária (Mes);6;-;MAH;42;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;11/10/2022;Sala Aulas Mestrado;AA2.29
11918;Ciências Sociais e Ação Humanitária (Mes);5;-;MAH;41;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;04/10/2022;Sala Aulas Mestrado;AA2.29
11919;Ciências Sociais e Ação Humanitária (Mes);4;-;MAH;40;CSAH_(PG)TP01;MAHA1;49;Ter;18:00:00;20:00:00;27/09/2022;Sala Aulas Mestrado;AA2.29
11920;Segurança em Redes e Sistemas de Informação;14;-;METI, MEI;50;00010PL04;METI-PL-A1;31;Seg;18:00:00;19:30:00;05/12/2022;Sala Aulas Mestrado;AA2.25
11921;Segurança em Redes e Sistemas de Informação;13;-;METI, MEI;49;00010PL04;METI-PL-A1;31;Seg;18:00:00;19:30:00;28/11/2022;Sala Aulas Mestrado;AA2.25
11922;Segurança em Redes e Sistemas de Informação;12;-;METI, MEI;48;00010PL04;METI-PL-A1;31;Seg;18:00:00;19:30:00;21/11/2022;Sala Aulas Mestrado;AA2.25
11923;Segurança em Redes e Sistemas de Informação;11;-;METI, MEI;47;00010PL04;METI-PL-A1;31;Seg;18:00:00;19:30:00;14/11/2022;Sala Aulas Mestrado;AA2.25
11924;Segurança em Redes e Sistemas de Informação;14;-;METI, MEI;50;00010PL04;METI-PL-A1;31;Seg;19:30:00;21:00:00;05/12/2022;Sala Aulas Mestrado;AA2.25
11925;Segurança em Redes e Sistemas de Informação;13;-;METI, MEI;49;00010PL04;METI-PL-A1;31;Seg;19:30:00;21:00:00;28/11/2022;Sala Aulas Mestrado;AA2.25
11926;Segurança em Redes e Sistemas de Informação;12;-;METI, MEI;48;00010PL04;METI-PL-A1;31;Seg;19:30:00;21:00:00;21/11/2022;Sala Aulas Mestrado;AA2.25
11927;Segurança em Redes e Sistemas de Informação;11;-;METI, MEI;47;00010PL04;METI-PL-A1;31;Seg;19:30:00;21:00:00;14/11/2022;Sala Aulas Mestrado;AA2.25
11928;Projeto de Investigação em Economia (6 Ects);7;-;DEc;42;03109OT01;DEB1;2;Sex;17:30:00;20:30:00;14/10/2022;Sala Aulas Mestrado;
11929;Projeto de Investigação em Economia (6 Ects);6;-;DEc;41;03109OT01;DEB1;2;Sex;17:30:00;20:30:00;07/10/2022;Sala Aulas Mestrado;
11930;Arquitetura de Redes;4;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;39;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Qui;18:00:00;19:30:00;22/09/2022;Sala de Aulas normal;C5.09
11931;Arquitetura de Redes;3;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;38;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Qui;18:00:00;19:30:00;15/09/2022;Sala de Aulas normal;C5.09
11932;Arquitetura de Redes;14;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;50;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;06/12/2022;Sala de Aulas normal;
11933;Arquitetura de Redes;13;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;49;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;29/11/2022;Sala de Aulas normal;C5.09
11934;Arquitetura de Redes;12;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;48;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;22/11/2022;Sala de Aulas normal;C5.09
11935;Arquitetura de Redes;11;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;47;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;15/11/2022;Sala de Aulas normal;C5.09
11936;Arquitetura de Redes;10;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;46;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;08/11/2022;Sala de Aulas normal;C5.09
11937;Arquitetura de Redes;8;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;44;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;25/10/2022;Sala de Aulas normal;C5.09
11938;Arquitetura de Redes;7;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;43;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;18/10/2022;Sala de Aulas normal;C5.09
11939;Arquitetura de Redes;6;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;42;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;11/10/2022;Sala de Aulas normal;C5.09
11940;Arquitetura de Redes;5;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;41;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;04/10/2022;Sala de Aulas normal;C5.09
11941;Arquitetura de Redes;4;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;40;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;27/09/2022;Sala de Aulas normal;C5.09
11942;Arquitetura de Redes;3;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;39;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;20/09/2022;Sala de Aulas normal;C5.09
11943;Arquitetura de Redes;2;-;LETI, LEI, LEI-PL, LIGE, LIGE-PL;38;03708TP08;IGE-PL-C2, IGE-PL-C1;47;Ter;19:30:00;21:00:00;13/09/2022;Sala de Aulas normal;C5.09
11944;Turismo e Património;15;-;MACVL, MEECult;51;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;13/12/2022;Sala Aulas Mestrado;2E10
11945;Turismo e Património;14;-;MACVL, MEECult;50;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;06/12/2022;Sala Aulas Mestrado;2E10
11946;Turismo e Património;13;-;MACVL, MEECult;49;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;2E10
11947;Turismo e Património;12;-;MACVL, MEECult;48;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;22/11/2022;Sala Aulas Mestrado;2E10
11948;Turismo e Património;11;-;MACVL, MEECult;47;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;15/11/2022;Sala Aulas Mestrado;2E10
11949;Turismo e Património;10;-;MACVL, MEECult;46;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;08/11/2022;Sala Aulas Mestrado;2E10
11950;Turismo e Património;8;-;MACVL, MEECult;44;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;25/10/2022;Sala Aulas Mestrado;2E10
11951;Turismo e Património;7;-;MACVL, MEECult;43;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;18/10/2022;Sala Aulas Mestrado;2E10
11952;Turismo e Património;6;-;MACVL, MEECult;42;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;11/10/2022;Sala Aulas Mestrado;2E10
11953;Turismo e Património;5;-;MACVL, MEECult;41;01985TP01;MACVL;2;Ter;18:00:00;20:00:00;04/10/2022;Sala Aulas Mestrado;2E10
11954;Empreendedorismo;14;-;LG;49;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;02/12/2022;Sala/anfiteatro aulas;2E05
11955;Empreendedorismo;13;-;LG;48;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;25/11/2022;Sala/anfiteatro aulas;2E05
11956;Empreendedorismo;12;-;LG;47;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;18/11/2022;Sala/anfiteatro aulas;2E05
11957;Empreendedorismo;11;-;LG;46;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;11/11/2022;Sala/anfiteatro aulas;2E05
11958;Empreendedorismo;10;-;LG;45;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;04/11/2022;Sala/anfiteatro aulas;2E05
11959;Empreendedorismo;9;-;LG;44;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;28/10/2022;Sala/anfiteatro aulas;2E03
11960;Empreendedorismo;8;-;LG;43;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;21/10/2022;Sala/anfiteatro aulas;2E03
11961;Empreendedorismo;7;-;LG;42;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;14/10/2022;Sala/anfiteatro aulas;2E03
11962;Empreendedorismo;6;-;LG;41;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;07/10/2022;Sala/anfiteatro aulas;
11963;Empreendedorismo;5;-;LG;40;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;30/09/2022;Sala/anfiteatro aulas;2E03
11964;Empreendedorismo;4;-;LG;39;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;23/09/2022;Sala/anfiteatro aulas;2E03
11965;Empreendedorismo;3;-;LG;38;EmpTP09;GiC3;34;Sex;09:30:00;11:00:00;16/09/2022;Sala/anfiteatro aulas;D1.07
11966;Empreendedorismo;13;-;LG;49;EmpTP09;GiC3;34;Seg;09:30:00;11:00:00;28/11/2022;Sala/anfiteatro aulas;2E05
11967;Empreendedorismo;12;-;LG;48;EmpTP09;GiC3;34;Seg;09:30:00;11:00:00;21/11/2022;Sala/anfiteatro aulas;2E05
11968;Empreendedorismo;11;-;LG;47;EmpTP09;GiC3;34;Seg;09:30:00;11:00:00;14/11/2022;Sala/anfiteatro aulas;2E05
11969;Empreendedorismo;10;-;LG;46;EmpTP09;GiC3;34;Seg;09:30:00;11:00:00;07/11/2022;Sala/anfiteatro aulas;2E05
11970;Empreendedorismo;9;-;LG;45;EmpTP09;GiC3;34;Seg;09:30:00;11:00:00;31/10/2022;Sala/anfiteatro aulas;2E03
11971;Empreendedorismo;8;-;LG;44;EmpTP09;GiC3;34;Seg;09:30:00;11:00:00;24/10/2022;Sala/anfiteatro aulas;2E03
